Geocod;V012;V013;V014;V015
2311307;948;155;236;2169
2311355;3607;219;21;774
2311405;15445;356;436;3481
2311406;250;68;44;396
2311504;4622;582;13;615
2311603;4943;441;228;1780
2311702;3549;789;7;1236
2311801;15080;2885;280;2166
2311900;2485;115;86;1398
2311901;212;12;4;195
2311959;282;247;249;3085
2312007;4344;318;593;2231
2312106;2417;327;176;1564
2312205;7051;1279;598;2875
2312304;8313;2179;18;1591
2312403;6025;4067;33;1785
2312502;2467;12;3;96
2312601;2468;11;71;1028
2312700;5683;427;195;1585
2312809;1425;79;34;286
2312908;45254;383;138;2119
2312909;2318;43;9;256
2313005;3981;40;90;1181
2313104;6357;527;43;1885
2313203;4106;1522;47;1084
2313252;998;928;7;555
2313302;11969;747;319;3091
2313351;2442;128;142;1559
2313401;14955;1432;24;1799
2313500;2733;7424;219;2990
2313559;2960;75;41;743
2313609;5846;1182;35;1646
2313708;1369;365;10;411
2313757;3569;144;113;844
2313807;3744;270;1;1189
2313906;2280;250;64;953
2313955;4082;396;13;386
2314003;8553;1213;79;1623
2314102;6062;2863;111;4526
2400109;2692;190;16;164
2400208;12785;403;22;1614
2400307;2003;235;7;692
2400406;679;6;0;107
2400505;3054;277;40;554
2400604;956;95;18;367
2400703;3064;4;4;501
2400802;2920;22;1;309
2400901;1616;152;23;296
2401008;6211;932;45;2811
2401107;6130;126;4;936
2401206;2918;76;0;449
2401305;1418;16;469;703
2401404;1971;3;0;197
2401453;4695;701;103;1240
2401503;901;10;56;170
2401602;958;21;44;276
2401651;532;2;24;137
2401701;2333;1;43;289
2401800;2560;296;17;410
2401859;1320;161;0;125
2401909;798;0;12;82
2402006;17189;191;92;1146
2402105;1402;58;836;580
2402204;6810;265;0;609
2402303;4464;145;117;1118
2402402;1706;69;9;460
2402501;2380;42;3;342
2402600;13100;936;52;3201
2402709;2013;36;215;791
2402808;771;36;291;475
2402907;1049;46;42;136
2403004;1967;115;22;345
2403103;10729;260;108;1135
2403202;1572;38;10;151
2403251;58308;1211;7;763
2403301;1081;83;7;310
2403400;1283;79;56;309
2403509;2262;373;50;265
2403608;5039;1062;6;392
2403707;1241;46;81;302
2403756;677;2;101;72
2403806;2068;52;86;342
2403905;618;50;7;160
2404002;1038;14;17;226
2404101;90;323;6;139
2404200;4373;123;5;1095
2404309;1783;282;92;1301
2404408;2361;86;3;362
2404507;2875;46;4;404
2404606;1404;334;161;1450
2404705;2712;117;66;881
2404804;587;17;5;31
2404853;1389;8;14;184
2404903;1488;2;7;175
2405009;714;790;54;761
2405108;1297;33;1;525
2405207;1137;33;55;281
2405306;1839;45;62;509
2405405;920;6;82;587
2405504;327;2;32;369
2405603;3165;23;66;603
2405702;3369;121;26;319
2405801;6652;72;99;1728
2405900;530;69;1;152
2406007;1656;40;0;111
2406106;4491;85;105;588
2406155;648;80;99;195
2406205;1466;5;75;137
2406304;1205;22;62;669
2406403;650;1;4;89
2406502;3020;112;138;412
2406601;1577;49;115;346
2406700;2281;19;9;612
2406809;864;38;184;228
2406908;845;11;33;172
2407005;2165;45;61;329
2407104;15482;1353;118;2510
2407203;7474;210;11;827
2407252;982;9;0;12
2407302;2067;54;32;240
2407401;1753;78;98;474
2407500;2373;118;3;101
2407609;857;47;12;260
2407708;2832;27;4;232
2407807;4819;479;11;402
2407906;463;23;97;71
2408003;67460;597;99;5209
2408102;231249;1716;14;2143
2408201;4019;1417;0;942
2408300;8007;14;364;1401
2408409;908;126;20;230
2408508;1123;34;15;217
2408607;984;14;6;118
2408706;921;14;72;93
2408805;1028;23;9;155
2408904;5230;274;4;559
2408953;2386;77;0;105
2409100;2664;0;146;243
2409209;540;100;32;109
2409308;2171;113;269;1089
2409332;952;1;77;282
2409407;7658;123;23;228
2409506;430;175;2;296
2409605;275;0;43;344
2409704;1345;73;72;501
2409803;3488;202;5;121
2409902;3453;94;7;302
2410009;817;34;8;101
2410108;3046;27;58;228
2410207;1252;70;31;777
2410256;736;106;0;599
2410306;1961;6;56;285
2410405;1159;83;30;879
2410504;647;41;20;641
2410603;646;48;140;120
2410702;774;26;3;108
2410801;825;142;2;248
2410900;1476;14;23;333
2411007;1097;4;16;128
2411056;731;167;0;113
2411106;555;3;73;338
2411205;8392;232;222;1071
2411403;2438;223;161;1225
2411429;499;98;1;125
2411502;5118;14;374;865
2411601;529;91;7;167
2411700;593;137;98;199
2411809;825;7;2;169
2411908;975;95;12;78
2412005;22487;1231;3;730
2412104;1506;43;1;289
2412203;6996;1329;4;2470
2412302;2887;15;101;446
2412401;991;156;1;90
2412500;5479;85;56;584
2412559;1809;129;51;208
2412609;3796;32;108;591
2412708;1133;10;100;480
2412807;1990;9;93;318
2412906;1908;70;322;820
2413003;1655;46;20;90
2413102;1286;7;45;206
2413201;954;11;0;77
2413300;974;6;391;213
2413359;2321;2;8;458
2413409;1442;152;146;339
2413508;981;25;43;733
2413557;1236;47;3;86
2413607;1191;8;40;486
2413706;997;34;105;291
2413805;389;22;17;262
2413904;2041;303;226;475
2414001;3468;4;43;391
2414100;1911;52;121;579
2414159;1403;40;28;70
2414209;2834;54;3;330
2414308;584;14;17;60
2414407;6305;162;139;1273
2414456;692;49;51;125
2414506;2616;204;56;246
2414605;2521;163;79;941
2414704;1349;9;30;158
2414753;871;12;9;39
2414803;2097;259;6;403
2414902;434;5;1;41
2415008;660;13;0;14
2500106;1452;159;117;831
2500205;879;148;46;586
2500304;6218;338;556;900
2500403;2484;909;624;1417
2500502;2855;65;198;568
2500536;7;39;295;1224
2500577;151;1;64;457
2500601;4183;313;2;519
2500700;2759;1191;96;1321
2500734;338;35;67;196
2500775;1295;509;133;270
2500809;2384;687;147;1786
2500908;2790;198;472;451
2501005;3096;266;1197;663
2501104;3977;1097;150;1121
2501153;245;32;100;111
2501203;1165;44;509;233
2501302;1992;172;1610;1555
2501351;1;7;23;1011
2501401;1924;1;0;171
2501500;2789;952;853;1321
2501534;1;1;270;1028
2501575;278;127;655;1316
2501609;2349;64;623;1155
2501708;1052;89;35;457
2501807;26607;896;3;428
2501906;4330;68;287;465
2502003;1402;61;51;452
2502052;357;22;21;399
2502102;947;166;6;373
2502151;1052;12;40;626
2502201;473;50;5;171
2502300;1030;342;3;138
2502409;2093;42;68;598
2502508;3546;19;98;1190
2502607;1200;137;12;381
2502706;1010;166;5;214
2502805;2647;108;91;783
2502904;1478;116;5;227
2503001;4531;156;4;752
2503100;1073;52;44;339
2503209;16623;101;0;358
2503308;1479;405;11;651
2503407;484;118;30;399
2503506;3223;99;873;407
2503555;878;118;388;424
2503605;1514;3;469;114
2503704;14017;908;235;2119
2503753;316;123;20;365
2503803;1333;11;42;317
2503902;970;103;111;673
2504009;109343;123;565;1821
2504033;930;383;0;148
2504074;721;62;114;294
2504108;419;3;0;168
2504157;945;7;551;444
2504207;861;110;8;328
2504306;6290;715;147;1075
2504355;586;10;63;670
2504405;3272;718;33;1089
2504504;1406;136;7;342
2504603;3158;695;11;1876
2504702;977;45;78;378
2504801;3661;39;29;622
2504850;534;14;0;40
2504900;2560;514;47;1080
2505006;1413;20;140;454
2505105;3868;78;654;1269
2505204;1675;44;17;162
2505238;802;309;41;577
2505279;375;129;4;957
2505303;428;73;7;140
2505352;408;0;602;366
2505402;1451;8;346;507
2505501;447;72;30;367
2505600;1185;107;20;452
2505709;1276;63;1080;537
2505808;828;2;107;137
2505907;564;81;10;164
2506004;6390;67;1271;1369
2506103;1505;310;640;736
2506202;745;32;26;157
2506251;351;69;849;960
2506301;15514;101;61;576
2506400;2261;61;498;1042
2506509;653;16;132;141
2506608;1215;90;3;454
2506707;1470;256;422;758
2506806;3537;130;542;1021
2506905;5231;462;415;1357
2507002;4880;353;51;1140
2507101;3202;451;11;1127
2507200;1584;39;457;755
2507309;3148;258;134;515
2507408;1664;72;83;288
2507507;205419;6791;14;881
2507606;1797;23;68;299
2507705;2479;101;523;1378
2507804;1388;58;146;303
2507903;2119;100;52;633
2508000;1706;138;71;800
2508109;693;176;55;391
2508208;1204;64;172;729
2508307;3265;578;1874;1463
2508406;329;58;18;320
2508505;871;42;363;767
2508554;731;4;176;193
2508604;2391;355;3;353
2508703;730;189;56;202
2508802;1398;59;7;176
2508901;7666;1699;2;2192
2509008;1701;328;92;808
2509057;1958;15;0;67
2509107;4274;1468;11;569
2509156;1582;43;22;107
2509206;1911;75;1098;688
2509305;1807;61;1;87
2509339;185;213;441;297
2509370;491;80;10;138
2509396;1011;94;190;379
2509404;1007;203;1158;1249
2509503;896;2;309;238
2509602;785;80;17;425
2509701;6281;791;356;2332
2509800;1776;93;152;725
2509909;1020;348;270;1120
2510006;941;124;56;989
2510105;2024;701;50;390
2510204;1155;161;25;335
2510303;746;29;102;433
2510402;1101;73;99;585
2510501;563;4;81;411
2510600;599;92;17;233
2510659;228;16;75;83
2510709;382;13;27;250
2510808;27304;308;204;941
2510907;1614;270;71;1339
2511004;746;50;2;194
2511103;985;43;266;945
2511202;3610;2494;1;1279
2511301;3366;173;10;1067
2511400;3748;95;616;977
2511509;2093;121;140;822
2511608;744;453;54;465
2511707;824;250;2;349
2511806;2296;127;134;383
2511905;2987;528;2;1183
2512002;2806;41;332;1599
2512036;626;166;37;162
2512077;563;257;4;363
2512101;7362;286;200;1430
2512200;740;138;23;246
2512309;4454;236;444;882
2512408;2196;73;528;878
2512507;8728;56;494;2720
2512606;180;25;23;202
2512705;3845;94;297;765
2512721;1029;91;102;502
2512747;642;13;145;130
2512754;590;158;274;257
2512762;328;137;34;671
2512788;288;3;21;161
2512804;1111;247;24;843
2512903;3290;710;3;2617
2513000;269;62;137;489
2513109;1781;473;277;1001
2513158;0;22;519;1267
2513208;1390;255;55;194
2513307;971;297;0;396
2513356;389;189;67;277
2513406;3884;164;61;244
2513505;654;352;20;384
2513604;1181;326;43;453
2513653;589;20;22;119
2513703;27544;2113;6;3883
2513802;643;239;5;377
2513851;0;17;224;553
2513901;7107;47;28;1265
2513927;806;108;44;241
2513943;401;45;6;265
2513968;299;110;43;373
2513984;778;112;10;104
2514008;806;98;147;265
2514107;189;208;333;715
2514206;1227;222;104;668
2514305;669;9;26;756
2514404;481;158;29;630
2514453;503;187;154;686
2514503;3340;638;30;1361
2514552;176;366;51;505
2514602;421;128;21;311
2514651;0;35;66;321
2514701;755;141;30;208
2514800;547;74;251;385
2514909;1815;223;29;279
2515005;874;194;16;689
2515104;1364;348;831;582
2515203;697;45;130;172
2515302;9068;2366;30;2561
2515401;1181;54;529;858
2515500;2953;270;344;531
2515609;694;47;62;93
2515708;524;29;6;302
2515807;1176;45;545;427
2515906;967;207;168;362
2515930;819;12;54;400
2515971;650;747;21;613
2516003;5598;223;738;1113
2516102;2812;58;428;641
2516151;0;11;168;740
2516201;16704;800;123;1115
2516300;3950;284;168;914
2516409;1661;17;616;292
2516508;2643;170;315;1119
2516607;2031;211;311;1243
2516706;2640;145;367;851
2516755;1;13;112;637
2516805;1537;388;70;559
2516904;3317;272;23;640
2517001;504;120;420;1567
2517100;588;42;4;162
2517209;918;67;13;418
2517407;505;32;12;122
2600054;25740;1433;12;953
2600104;8837;399;278;1362
2600203;1972;64;164;2530
2600302;5586;95;429;761
2600401;4580;1434;8;1708
2600500;6804;266;1008;2727
2600609;1537;36;652;1882
2600708;8486;672;3;1130
2600807;4340;320;939;1451
2600906;4387;978;5;805
2601003;1958;286;112;642
2601052;2780;1084;3;956
2601102;11444;327;994;7838
2601201;17654;206;438;1852
2601300;2894;320;0;139
2601409;7403;1164;49;1824
2601508;1603;426;0;1005
2601607;3269;17;51;1684
2601706;19577;155;396;2064
2601805;1916;397;164;740
2601904;15774;389;763;2360
2602001;3887;378;910;3738
2602100;7994;715;480;3366
2602209;6458;1036;1243;2185
2602308;8113;1436;5;1253
2602407;1268;722;3;389
2602506;1036;38;413;644
2602605;7103;173;531;5448
2602704;2685;299;22;561
2602803;4973;1550;1446;5106
2602902;46156;4322;6;2881
2603009;6459;9;5;1691
2603108;3942;60;437;1431
2603207;1653;228;1954;3155
2603306;1307;133;618;1061
2603405;1248;97;15;289
2603454;34219;5650;39;1957
2603504;4377;232;39;557
2603603;1971;54;5;234
2603702;3747;1444;240;1174
2603801;1674;314;1420;1714
2603900;2542;734;238;1866
2603926;490;611;133;1372
2604007;17599;1707;55;2037
2604106;85522;399;1351;9032
2604155;755;88;1598;1199
2604205;7840;563;1;1571
2604304;1712;95;14;935
2604403;2297;149;19;998
2604502;3299;1197;48;1370
2604601;3087;2265;4;1377
2604700;2665;713;18;952
2604809;2443;288;0;593
2604908;1596;38;1822;1630
2605004;6127;100;292;699
2605103;5290;944;211;3685
2605152;2242;83;151;2176
2605202;14743;1228;3;2150
2605301;3207;1013;443;3517
2605400;4053;443;340;1393
2605459;563;18;3;1
2605509;2548;76;16;466
2605608;2991;878;154;2700
2605707;4710;104;25;2368
2605806;1476;47;1857;1105
2605905;4025;845;3;2047
2606002;31155;2499;225;3489
2606101;4137;657;172;3293
2606200;14308;4133;35;3004
2606309;997;40;145;600
2606408;19749;664;331;2591
2606507;2421;86;641;1642
2606606;4201;233;60;2508
2606705;1101;15;724;452
2606804;23908;3245;10;2514
2606903;1935;346;209;1131
2607000;1812;352;18;1979
2607109;671;108;82;429
2607208;13464;4409;4;4139
2607307;3150;119;230;3718
2607406;967;8;1;166
2607505;3677;424;985;1898
2607604;4085;585;12;720
2607653;7881;830;2;744
2607703;2661;302;252;1239
2607752;5668;141;7;648
2607802;3263;67;6;974
2607901;154746;27151;92;14854
2607950;1562;269;1;1095
2608008;1186;257;621;2577
2608057;2979;6;17;827
2608107;5371;517;1227;2146
2608206;2662;575;1;936
2608255;1086;321;430;1152
2608305;931;846;147;2049
2608404;2793;423;91;856
2608453;2432;595;99;1489
2608503;4054;246;13;1507
2608602;2987;137;6;261
2608701;2440;475;182;1506
2608750;4608;24;60;1370
2608800;8574;402;563;1463
2608909;11259;672;389;4082
2609006;5587;541;13;525
2609105;2433;433;34;690
2609154;1166;117;1578;1284
2609204;1796;469;4;798
2609303;2255;148;313;870
2609402;13591;1438;8;1416
2609501;7102;381;5;1183
2609600;105352;4865;29;2792
2609709;2894;527;919;2011
2609808;2835;17;1;533
2609907;9645;316;1129;5463
2610004;12549;1079;2;1766
2610103;1338;382;2;610
2610202;3880;704;754;1939
2610301;1033;286;292;1509
2610400;2828;92;65;2082
2610509;5061;443;1065;2052
2610608;9410;2109;15;2642
2610707;81596;7085;56;1673
2610806;3330;224;341;2000
2610905;12789;370;953;4261
2611002;7697;29;6;792
2611101;73819;55;330;6076
2611200;1383;429;695;861
2611309;4580;515;89;2029
2611408;2057;464;0;1153
2611507;3854;1062;10;1338
2611533;784;132;340;548
2611606;408135;50609;117;11609
2611705;2959;43;1221;1788
2611804;8992;1587;2;1361
2611903;3338;1075;0;956
2612000;2135;525;318;579
2612109;971;42;974;291
2612208;13083;84;334;1520
2612307;1832;630;31;2001
2612406;4788;63;159;974
2612455;1447;56;114;1990
2612471;1650;544;263;878
2612505;20530;131;534;4738
2612554;1253;65;241;2045
2612604;7429;73;17;2270
2612703;1208;61;1558;954
2612802;2043;57;280;636
2612901;1726;354;5;1092
2613008;8338;172;1464;4685
2613107;7009;81;913;2657
2613206;3151;472;196;1990
2613305;4576;472;179;962
2613404;3447;886;0;562
2613503;5210;805;103;2690
2613602;6980;693;363;2005
2613701;22861;3958;23;3475
2613800;2696;499;22;1425
2613909;17944;1314;311;3457
2614006;1913;162;113;2227
2614105;5651;657;665;2744
2614204;5958;1987;11;2055
2614303;1834;82;88;938
2614402;536;121;213;675
2614501;14295;85;1919;1214
2614600;5853;180;96;1823
2614709;1978;53;1156;721
2614808;2235;217;194;3034
2614857;3226;1207;10;900
2615003;2909;368;434;3672
2615102;773;229;387;453
2615201;1875;5;1;538
2615300;12241;477;61;2385
2615409;7994;172;34;1985
2615508;2742;145;3;758
2615607;5900;9;74;911
2615706;2040;822;242;1237
2615805;2670;154;1041;2289
2615904;2026;77;168;316
2616001;2674;76;214;1548
2616100;1722;100;10;584
2616183;48;7;1739;516
2616209;3320;109;774;1276
2616308;6354;849;3;858
2616407;31240;1768;41;6392
2616506;2982;237;1;446
2700102;2824;95;463;1343
2700201;2359;516;1;1790
2700300;47231;7926;70;3031
2700409;7834;1160;8;1901
2700508;3146;31;0;308
2700607;1738;61;1;188
2700706;3063;12;398;862
2700805;296;514;2;491
2700904;725;1;384;699
2701001;4792;987;0;831
2701100;1400;624;1;427
2701209;566;52;967;1294
2701308;4132;238;0;479
2701357;1028;394;0;246
2701407;6649;648;3;3588
2701506;1999;8;7;352
2701605;1181;70;1476;1738
2701704;2439;1085;0;626
2701803;1220;7;296;519
2701902;1129;575;0;161
2702009;924;377;471;1211
2702108;3264;667;1;1336
2702207;1301;58;0;159
2702306;11593;674;1;1092
2702355;3701;28;245;1889
2702405;11919;9;174;1083
2702504;1006;12;1099;829
2702553;1652;31;2093;1219
2702603;1949;2449;4;1259
2702702;391;2;4;805
2702801;1817;308;2;1056
2702900;3775;737;916;3553
2703007;3115;293;0;734
2703106;3374;67;1535;2120
2703205;4492;530;5;1245
2703304;1762;97;1519;1031
2703403;1119;7;0;257
2703502;817;342;1;528
2703601;844;731;1;417
2703700;901;0;26;465
2703759;2086;455;2;352
2703809;3084;976;4;1451
2703908;469;407;0;248
2704005;3771;2032;2;553
2704104;2948;659;30;1151
2704203;1881;2984;79;1839
2704302;203051;16654;37;53551
2704401;2246;5;638;2235
2704500;4087;1462;3;1804
2704609;1233;3;694;746
2704708;11375;453;6;329
2704807;2167;301;1;1352
2704906;460;311;13;254
2705002;2309;386;1051;2514
2705101;3155;1859;0;886
2705200;3302;203;0;372
2705309;464;20;389;596
2705408;1034;2;217;443
2705507;4121;582;11;1390
2705606;1292;1077;0;857
2705705;4607;7;124;739
2705804;1467;11;138;506
2705903;621;37;26;615
2706000;1290;17;609;982
2706109;1111;5;887;948
2706208;1043;4;6;219
2706307;15297;1107;819;3206
2706406;4662;8;374;1032
2706422;1590;7;448;551
2706448;2408;209;2;211
2706505;1536;1282;0;910
2706604;1627;157;20;308
2706703;15257;297;17;791
2706802;3834;78;0;737
2706901;7576;364;0;881
2707008;331;311;0;112
2707107;4126;9;269;1346
2707206;765;27;1711;826
2707305;4408;1169;4;885
2707404;918;690;4;615
2707503;3276;354;18;1439
2707602;1862;444;126;568
2707701;13625;683;3;4115
2707800;1394;57;0;201
2707909;1272;65;0;537
2708006;8457;50;1702;1765
2708105;1276;929;1;603
2708204;1634;2;1;186
2708303;4105;1054;1;753
2708402;3394;70;1457;2203
2708501;2856;1199;0;3673
2708600;13187;297;1;537
2708709;1754;27;0;173
2708808;1531;5077;41;1819
2708907;2690;692;0;441
2708956;764;13;1298;950
2709004;608;589;2;561
2709103;1697;2247;12;1360
2709152;7696;953;3;1672
2709202;2133;223;697;3269
2709301;13151;1277;2;1487
2709400;4988;597;1;1101
2800100;547;3;1;131
2800209;4872;442;19;650
2800308;165654;2531;7;996
2800407;1936;436;6;583
2800506;3236;679;8;675
2800605;5996;579;1;270
2800670;4205;2071;13;932
2800704;1394;118;0;505
2801009;4161;451;5;569
2801108;906;1;7;130
2801207;4933;25;46;1254
2801306;7074;501;6;801
2801405;4060;36;1115;703
2801504;3693;13;0;36
2801603;1630;3;0;58
2801702;2651;1122;1;515
2801900;1069;39;2;58
2802007;970;31;0;188
2802106;15123;1671;99;1302
2802205;1319;10;6;153
2802304;3344;14;355;250
2802403;2331;37;338;509
2802502;742;49;1;90
2802601;1540;4;0;146
2802700;1865;13;1;314
2802809;2249;935;14;766
2802908;22292;1413;44;2207
2803005;6066;1856;112;2398
2803104;1442;4;32;88
2803203;5309;1176;41;1746
2803302;3631;154;4;829
2803401;2461;252;62;861
2803500;20294;2302;672;4346
2803609;5798;137;13;962
2803708;1283;51;295;314
2803807;886;12;0;31
2803906;2918;234;8;397
2804003;3619;95;11;713
2804102;1934;467;1;1070
2804201;2723;7;522;376
2804300;1889;53;1;136
2804409;3779;48;10;1257
2804458;2325;39;75;153
2804508;8289;63;298;576
2804607;5654;834;63;722
2804706;1609;8;38;114
2804805;43876;331;21;1088
2804904;1566;676;11;1276
2805000;719;21;87;43
2805109;740;1300;1;353
2805208;1146;1;465;142
2805307;1874;112;2;204
2805406;5765;9;486;1547
2805505;4924;60;1062;515
2805604;5787;33;403;1096
2805703;7532;11;6;515
2805802;2483;628;598;1324
2805901;1966;16;7;429
2806008;4295;120;222;715
2806107;2031;142;6;418
2806206;3100;1347;6;1045
2806305;1647;752;124;778
2806404;1534;9;3;306
2806503;896;16;0;124
2806602;2208;611;0;347
2806701;19628;1232;18;1499
2806800;3010;18;1;80
2806909;892;11;0;115
2807006;666;33;203;117
2807105;6539;116;3081;1683
2807204;1708;163;9;396
2807303;766;2;3;66
2807402;10961;170;922;1986
2807501;1634;914;15;990
2807600;1963;3591;2;566
3100104;1496;552;0;266
3100203;6618;963;6;117
3100302;2274;1299;1;356
3100401;894;229;14;124
3100500;1401;976;28;642
3100609;1957;1476;97;634
3100708;516;166;1;16
3100807;983;235;0;129
3100906;4120;658;4;503
3101003;3016;124;3;326
3101102;6600;1263;0;375
3101201;1019;422;0;596
3101300;536;79;0;251
3101409;614;234;3;47
3101508;10441;507;0;232
3101607;21817;1123;0;254
3101631;1180;407;1;193
3101706;9045;997;4;1429
3101805;1655;482;0;73
3101904;4548;698;5;369
3102001;3342;850;0;290
3102050;1321;213;0;99
3102100;1916;1014;16;650
3102209;688;385;10;319
3102308;3307;635;3;687
3102407;420;238;1;307
3102506;804;411;0;251
3102605;9284;2220;0;708
3102704;952;632;63;904
3102803;3188;469;0;312
3102852;1107;701;0;248
3102902;2569;660;7;229
3103009;1289;740;30;815
3103108;345;136;0;75
3103207;558;101;2;58
3103306;579;64;0;57
3103405;7164;332;403;2050
3103504;32688;2238;35;311
3103603;861;45;0;26
3103702;941;765;42;623
3103751;1710;85;0;0
3103801;731;158;0;96
3103900;2127;168;29;120
3104007;28133;690;3;276
3104106;2483;345;0;45
3104205;10608;610;18;324
3104304;3731;468;0;298
3104403;745;145;0;47
3104452;495;485;0;319
3104502;3283;849;96;993
3104601;3650;304;0;156
3104700;2578;1094;13;714
3104809;859;133;1;496
3104908;4182;685;10;728
3105004;1991;347;32;169
3105103;6866;852;4;280
3105202;878;325;2;312
3105301;1508;117;0;78
3105400;7391;304;0;740
3105509;1407;311;0;52
3105608;34928;3437;26;1097
3105707;970;461;18;492
3105905;5867;147;1;49
3106002;2565;164;1;159
3106101;588;335;0;162
3106200;559726;718;36;477
3106201;199042;288;29;631
3106309;5254;1159;66;287
3106408;1103;443;9;916
3106507;1460;121;111;1608
3106606;820;160;0;292
3106655;713;148;0;389
3106705;109441;1203;147;921
3106804;714;271;0;222
3106903;3800;277;0;21
3107000;656;303;0;18
3107109;9831;1524;59;180
3107208;891;410;0;486
3107307;10880;403;59;2162
3107406;13474;859;58;140
3107505;1904;196;2;116
3107604;983;299;1;45
3107703;928;257;7;389
3107802;2950;1480;1;388
3107901;1849;549;0;846
3108008;4722;485;1;197
3108107;1407;730;0;304
3108206;1332;183;4;335
3108255;761;165;9;1345
3108305;4403;881;5;208
3108404;3794;811;2;281
3108503;957;439;0;342
3108552;3395;469;4;193
3108602;6103;215;36;2164
3108701;843;361;2;253
3108800;502;577;0;348
3108909;3107;809;3;757
3109006;8071;668;37;1792
3109105;1941;874;0;810
3109204;2296;88;4;559
3109253;635;552;0;53
3109303;4837;830;3;1190
3109402;6460;481;17;501
3109451;1720;264;0;150
3109501;2495;1117;3;576
3109600;1091;13;6;6
3109709;2256;764;57;352
3109808;690;72;4;15
3109907;2601;283;8;297
3110004;10554;742;54;476
3110103;1025;352;0;197
3110202;689;482;0;28
3110301;2606;1153;18;939
3110400;575;280;0;133
3110509;4907;938;0;1061
3110608;7554;931;0;534
3110707;3357;413;27;208
3110806;789;192;11;43
3110905;3776;761;0;194
3111002;3851;1722;1;1108
3111101;4875;1398;107;110
3111150;659;43;0;318
3111200;16112;679;30;345
3111309;3157;342;14;52
3111408;1557;515;9;73
3111507;3869;370;0;94
3111606;5941;2265;1;354
3111705;581;696;0;168
3111804;3236;361;16;75
3111903;1647;106;0;67
3112000;3627;1006;19;343
3112059;486;585;0;116
3112109;600;461;0;401
3112208;805;531;0;112
3112307;7451;1532;12;840
3112406;1922;312;0;13
3112505;2439;168;12;28
3112604;4549;271;61;37
3112653;1124;412;4;40
3112703;2849;191;25;594
3112802;2134;350;28;225
3112901;1391;1120;0;136
3113008;2019;1527;25;2286
3113107;506;202;85;116
3113206;5593;699;154;410
3113305;9172;1286;1;477
3113404;20554;4269;86;852
3113405;214;550;0;134
3113503;2477;162;1;340
3113602;1435;394;2;125
3113701;4508;1362;11;364
3113800;430;201;8;108
3113909;2578;632;1;134
3114006;3047;332;0;136
3114105;3027;540;37;299
3114204;5513;604;58;117
3114303;7795;1326;120;361
3114402;4881;1162;1;504
3114501;3889;938;0;151
3114550;2266;922;0;40
3114600;812;201;5;192
3114709;813;181;0;91
3114808;884;190;4;440
3114907;374;134;33;74
3115003;660;283;0;98
3115102;4674;866;6;158
3115201;847;170;7;169
3115300;21765;1104;2;112
3115359;1216;101;2;108
3115409;424;250;7;228
3115458;548;507;1;730
3115474;1296;30;1;159
3115508;6809;128;1;85
3115607;380;45;0;20
3115706;1927;339;1;63
3115805;2893;285;3;56
3115904;679;164;0;122
3116001;1061;438;0;280
3116100;1717;181;238;1566
3116159;1477;302;25;737
3116209;688;160;0;34
3116308;926;426;0;469
3116407;735;410;0;288
3116506;2001;163;4;249
3116605;6186;1064;60;284
3116704;1596;703;0;39
3116803;1319;556;1;614
3116902;426;548;0;28
3117009;1085;688;67;556
3117108;2095;687;0;389
3117207;556;156;0;143
3117306;6253;548;2;121
3117405;696;505;1;236
3117504;3345;783;13;941
3117603;1202;354;2;89
3117702;3398;381;4;160
3117801;2650;429;1;108
3117836;1091;104;0;554
3117876;1625;55;14;4
3117900;2437;728;0;219
3118007;13135;237;5;530
3118106;1033;221;4;182
3118205;1767;228;1;87
3118304;33990;784;41;316
3118403;5985;1034;3;327
3118502;307;129;0;124
3118601;183303;810;74;360
3118700;2136;584;2;145
3118809;4360;402;34;2878
3118908;1846;589;115;140
3119005;872;172;0;17
3119104;6255;429;157;438
3119203;1652;945;1;393
3119302;7159;1381;19;1007
3119401;27564;3274;62;394
3119500;1823;174;23;512
3119609;665;171;0;90
3119708;531;304;2;151
3119807;742;398;0;68
3119906;681;242;0;371
3119955;1306;338;94;58
3120003;633;276;55;33
3120102;1060;45;1;101
3120151;1033;440;3;280
3120201;2900;677;67;78
3120300;1041;212;0;227
3120409;1057;273;0;85
3120508;2062;529;1;511
3120607;1018;410;2;182
3120706;1075;63;0;19
3120805;4067;321;5;141
3120839;1278;213;0;74
3120870;1152;716;5;80
3120904;20596;1339;85;665
3121001;1072;64;0;270
3121100;1115;523;1;781
3121209;1613;525;0;49
3121258;2199;174;1;8
3121308;1321;220;1;47
3121407;1243;667;0;424
3121506;457;276;0;223
3121605;10779;429;2;802
3121606;580;89;2;89
3121704;558;480;0;141
3121803;2099;319;1;216
3121902;722;311;0;10
3122009;3459;1709;3;850
3122108;1263;236;48;52
3122207;1396;442;0;82
3122306;63850;2214;31;513
3122355;1581;8;0;58
3122405;1429;201;0;144
3122454;1868;178;23;348
3122470;750;187;100;207
3122504;1442;196;1;62
3122603;939;229;8;157
3122702;1251;269;2;181
3122801;669;106;0;196
3122900;1555;245;1;81
3123007;2648;162;20;154
3123106;664;300;2;517
3123205;4501;425;0;38
3123304;546;681;0;139
3123403;392;78;0;24
3123502;456;159;0;54
3123528;944;910;0;334
3123601;6324;1175;4;210
3123700;2261;768;0;171
3123809;1521;184;0;340
3123858;1188;385;0;74
