Geocod;V012;V013;V014;V015
3526506;1529;219;0;10
3526605;1727;43;0;89
3526704;27293;528;0;99
3526803;17669;423;0;53
3526902;81097;2598;1;732
3527009;1948;191;0;78
3527108;22375;428;2;49
3527207;24128;666;1;269
3527256;579;57;0;35
3527306;9714;1134;0;203
3527405;5611;355;0;36
3527504;540;134;0;10
3527603;3099;57;0;3
3527702;1426;91;0;14
3527801;1209;112;0;7
3527900;733;167;0;13
3528007;4472;141;0;29
3528106;2388;288;0;10
3528205;952;295;0;8
3528304;964;174;0;1
3528403;10558;2089;3;328
3528502;16410;4048;6;2726
3528601;2567;301;0;27
3528700;820;272;0;139
3528809;3815;324;0;223
3528858;752;131;1;5
3528908;1075;181;0;41
3529005;66864;1423;1;428
3529104;549;127;0;6
3529203;6726;573;2;212
3529302;23133;541;0;34
3529401;124434;439;1;424
3529500;1281;267;0;7
3529609;983;252;0;2
3529658;502;131;0;15
3529708;5447;835;118;62
3529807;3523;132;0;18
3529906;3552;1432;1;1194
3530003;809;211;0;8
3530102;7131;815;1;226
3530201;3778;1275;0;433
3530300;16543;703;0;208
3530409;1191;180;0;21
3530508;18270;1432;4;337
3530607;104386;9052;5;2840
3530706;40267;1377;0;122
3530805;25433;1310;0;295
3530904;786;148;0;7
3531001;642;43;0;28
3531100;14143;199;0;238
3531209;1555;696;0;96
3531308;14100;787;0;53
3531407;6564;673;0;13
3531506;5530;468;0;21
3531605;1121;185;0;85
3531704;642;525;0;168
3531803;13104;1239;0;121
3531902;8341;380;1;71
3532009;2836;643;1;31
3532058;978;350;0;29
3532108;1010;369;0;60
3532157;753;89;0;3
3532207;990;210;0;111
3532306;1094;757;0;554
3532405;2366;1796;0;1028
3532504;2707;254;3;7
3532603;3026;594;3;60
3532702;1209;98;0;20
3532801;1670;301;1;12
3532827;1314;177;0;916
3532843;420;311;0;14
3532868;262;115;0;3
3532900;2723;123;1;20
3533007;5697;490;0;38
3533106;659;64;0;37
3533205;787;98;0;73
3533254;1216;128;0;6
3533304;1008;81;0;27
3533403;15198;327;2;28
3533502;11293;861;0;67
3533601;1934;187;1;13
3533700;1120;196;0;50
3533809;704;191;0;16
3533908;14288;1180;1;480
3534005;944;208;1;43
3534104;1767;142;0;14
3534203;1630;154;0;1
3534302;11679;153;1;138
3534401;199653;167;7;1538
3534500;720;136;0;16
3534609;9391;550;0;64
3534708;31938;445;2;407
3534757;2509;243;0;21
3534807;2385;146;0;42
3534906;3307;264;0;66
3535002;3212;519;0;18
3535101;3037;122;0;15
3535200;2588;678;0;27
3535309;6613;488;0;65
3535408;4410;171;0;47
3535507;12092;789;0;94
3535606;3209;1404;1;777
3535705;1669;217;0;13
3535804;4434;908;0;173
3535903;1151;144;0;1
3536000;3093;523;0;33
3536109;1252;308;0;147
3536208;4131;1256;0;177
3536257;586;0;0;0
3536307;3225;596;25;96
3536406;1844;81;0;10
3536505;23558;466;0;144
3536570;359;134;0;48
3536604;2573;267;2;34
3536703;11351;611;1;329
3536802;413;1048;1;363
3536901;609;253;0;17
3537008;3896;604;3;242
3537107;12337;271;0;122
3537156;748;147;0;6
3537206;2189;680;0;370
3537305;17989;860;0;50
3537404;7577;410;1;60
3537503;1874;485;0;23
3537602;17480;1095;3;695
3537701;1472;139;0;7
3537800;8210;6013;6;1185
3537909;6185;1483;1;119
3538006;41299;1283;2;407
3538105;4472;310;0;22
3538204;2209;1705;0;314
3538303;922;201;0;79
3538501;4024;198;0;188
3538600;5951;1569;2;300
3538709;109830;1476;3;415
3538808;8439;723;1;105
3538907;6030;418;0;91
3539004;3021;335;0;19
3539103;4043;216;1;124
3539202;7346;374;0;18
3539301;21366;1082;1;130
3539400;2942;537;0;211
3539509;10202;355;0;59
3539608;1179;204;0;20
3539707;812;159;0;72
3539806;30235;118;0;217
3539905;1601;190;0;11
3540002;6004;335;0;24
3540101;1018;139;0;4
3540200;11467;153;0;62
3540259;1097;198;0;12
3540309;727;113;0;5
3540408;1268;222;0;11
3540507;2029;566;3;189
3540606;12135;2148;2;270
3540705;15484;253;0;122
3540754;4450;168;0;25
3540804;4468;482;0;30
3540853;458;44;0;5
3540903;4729;188;0;166
3541000;82188;77;3;913
3541059;1117;242;0;15
3541109;1143;158;0;46
3541208;3531;913;0;93
3541307;12009;499;0;684
3541406;66302;1354;0;106
3541505;11769;466;0;164
3541604;9376;1552;0;50
3541653;361;664;0;10
3541703;3751;231;0;27
3541802;775;103;0;1
3541901;2471;63;1;440
3542008;1822;105;0;20
3542107;2376;101;0;39
3542206;8551;693;0;166
3542305;614;445;1;189
3542404;5445;472;0;16
3542503;1495;232;0;24
3542602;14219;2010;1;264
3542701;1580;213;0;33
3542800;595;67;2;389
3542909;3442;293;0;33
3543006;3563;1174;1;566
3543105;1007;267;4;22
3543204;958;285;0;144
3543238;628;92;0;23
3543253;1572;419;0;247
3543303;32209;1295;1;339
3543402;192930;1222;5;1166
3543501;1572;360;0;113
3543600;986;132;0;26
3543709;2571;534;0;10
3543808;2888;348;0;32
3543907;58629;804;0;130
3544004;8211;422;0;65
3544103;12564;571;2;54
3544202;2620;268;0;37
3544251;4954;842;0;321
3544301;2641;171;0;39
3544400;730;133;0;3
3544509;778;197;0;12
3544608;1545;161;0;20
3544707;619;144;0;11
3544806;1565;168;0;79
3544905;2966;211;14;5
3545001;2942;1443;1;239
3545100;1378;151;0;15
3545159;1819;329;0;17
3545209;31145;464;3;250
3545308;10821;558;1;110
3545407;2532;270;0;30
3545506;773;103;0;114
3545605;4308;267;0;23
3545704;1709;272;0;22
3545803;54389;269;0;249
3546009;3239;857;1;150
3546108;522;151;0;10
3546207;952;334;0;16
3546256;401;107;0;19
3546306;8796;190;1;51
3546405;12707;1114;0;84
3546504;1536;118;0;1
3546603;9463;484;0;34
3546702;6430;81;0;10
3546801;11013;3704;2;580
3546900;2317;93;0;0
3547007;1527;100;0;10
3547106;829;86;0;21
3547205;434;158;0;2
3547304;28697;1731;5;1146
3547403;656;247;0;7
3547502;7981;684;1;84
3547601;7127;234;0;38
3547650;255;194;0;6
3547700;6195;452;0;35
3547809;210084;1612;5;3521
3547908;1553;443;0;73
3548005;5675;506;1;115
3548054;1824;509;0;84
3548104;1097;659;0;61
3548203;1015;539;0;433
3548302;879;35;0;35
3548401;1294;34;0;15
3548500;143915;294;4;380
3548609;2224;533;0;593
3548708;234365;2727;7;1893
3548807;50472;14;0;6
3548906;69432;1526;2;640
3549003;782;82;0;0
3549102;26142;1317;4;110
3549201;714;135;0;3
3549250;479;111;0;1
3549300;575;69;0;49
3549409;14115;272;2;25
3549508;2163;290;0;43
3549607;947;282;0;72
3549706;14225;1472;39;136
3549805;121673;10720;5;4406
3549904;183521;3780;5;1685
3549953;2476;1546;7;267
3550001;2024;1040;0;384
3550100;11056;415;0;22
3550209;6749;2440;0;241
3550308;1926173;4671;40;11026
3550309;1615172;8551;30;8072
3550407;9101;1129;0;153
3550506;1704;579;0;56
3550605;17238;5840;0;654
3550704;16516;984;3;6069
3550803;2553;1073;1;71
3550902;4028;260;3;136
3551009;100745;138;4;693
3551108;2305;461;1;66
3551207;1002;101;0;40
3551306;819;198;0;37
3551405;2164;267;0;132
3551504;11066;81;0;29
3551603;6857;1537;0;282
3551702;32536;423;1;87
3551801;2476;1054;0;429
3551900;4440;171;0;9
3552007;1074;466;0;248
3552106;7352;3961;0;819
3552205;177076;1133;2;566
3552304;2088;297;0;35
3552403;71570;1585;0;252
3552502;68947;4966;10;778
3552551;799;240;0;51
3552601;3471;253;1;21
3552700;4112;419;0;47
3552809;72043;119;1;150
3552908;1495;263;0;42
3553005;2850;218;0;74
3553104;1650;152;0;11
3553203;1617;133;1;22
3553302;6175;452;3;152
3553401;7002;1027;1;69
3553500;1562;538;0;248
3553609;3305;274;0;236
3553658;801;6;0;0
3553708;16391;974;1;50
3553807;6017;763;0;88
3553856;1078;317;0;30
3553906;1867;132;0;21
3553955;3737;232;0;4
3554003;30480;1599;2;372
3554102;80920;1981;1;714
3554201;855;397;0;134
3554300;5406;690;0;536
3554409;2301;372;0;26
3554508;10560;786;0;144
3554607;649;197;0;31
3554656;619;118;0;48
3554706;2505;406;0;24
3554755;428;21;0;15
3554805;9857;610;0;147
3554904;1609;227;0;27
3554953;1047;741;0;101
3555000;19748;972;0;100
3555109;3976;434;0;152
3555208;581;117;0;5
3555307;520;183;0;5
3555356;1498;99;0;6
3555406;18386;508;0;6121
3555505;1149;224;0;67
3555604;2881;219;0;10
3555703;404;90;0;15
3555802;2558;453;0;14
3555901;380;50;0;8
3556008;3793;396;0;7
3556107;3226;320;0;7
3556206;30503;2846;1;283
3556305;5817;315;0;33
3556354;1315;1312;1;146
3556404;11594;685;9;72
3556453;10962;1521;0;58
3556503;29391;2074;1;146
3556602;2851;336;0;103
3556701;18597;671;1;107
3556800;5178;196;0;5
3556909;1924;146;0;16
3556958;457;99;0;2
3557006;31075;574;1;303
3557105;28272;825;0;47
3557154;634;135;0;10
3557204;3459;223;0;27
3557303;2578;278;0;54
4100103;1905;436;0;156
4100202;938;261;0;775
4100301;1633;700;0;226
4100400;28934;931;2;532
4100459;795;497;0;88
4100509;5635;357;0;674
4100608;3636;493;0;178
4100707;2892;265;0;87
4100806;2427;411;0;296
4100905;1235;131;0;168
4101002;4374;756;0;262
4101051;707;188;0;43
4101101;6294;323;0;45
4101150;787;83;0;54
4101200;5147;245;0;383
4101309;816;1214;0;393
4101408;36498;1438;1;546
4101507;31606;1230;5;300
4101606;6675;1096;0;175
4101655;650;296;0;210
4101705;3494;781;0;82
4101804;32835;2069;1;279
4101853;407;303;0;93
4101903;4414;705;0;179
4102000;9572;1422;0;135
4102109;7454;438;0;223
4102208;1100;77;0;122
4102307;3037;409;0;78
4102406;8840;838;0;396
4102505;3468;505;0;226
4102604;2252;443;0;225
4102703;586;101;0;181
4102752;648;458;0;139
4102802;4569;174;0;60
4102901;2738;1269;0;471
4103008;1243;253;0;23
4103024;302;367;0;167
4103040;607;896;1;413
4103057;1631;713;1;128
4103107;2143;578;1;522
4103156;790;350;0;51
4103206;1768;186;0;111
4103222;486;395;0;145
4103305;2172;454;0;98
4103354;1319;410;0;113
4103370;908;131;0;28
4103404;721;124;0;9
4103453;3996;479;0;103
4103479;1163;221;0;71
4103503;2098;367;0;99
4103602;7061;521;0;102
4103701;29046;1091;1;212
4103800;1904;316;0;107
4103909;4157;785;0;169
4103958;454;513;0;200
4104006;9603;808;1;1150
4104055;902;291;0;112
4104105;1726;227;0;81
4104204;29435;3845;2;852
4104253;6213;843;0;352
4104303;26547;1060;1;443
4104402;2479;2049;2;516
4104428;2306;1628;0;401
4104451;2686;885;0;163
4104501;5180;671;1;277
4104600;3718;468;1;584
4104659;4342;912;0;318
4104709;3034;1165;0;219
4104808;81336;7312;5;978
4104809;55;797;0;316
4104907;14664;3061;0;2112
4105003;1858;671;2;425
4105102;3228;242;0;143
4105201;2572;1222;0;1377
4105300;2895;426;0;194
4105409;3960;1623;0;460
4105508;20396;1645;0;435
4105607;3137;198;0;58
4105706;4589;607;0;119
4105805;61766;1199;1;641
4105904;7058;227;0;56
4106001;1629;445;0;543
4106100;888;204;0;102
4106209;3062;1507;1;111
4106308;4428;657;0;112
4106407;14402;661;0;69
4106456;761;1111;0;183
4106506;4988;1543;1;390
4106555;767;261;0;282
4106571;870;374;0;111
4106605;5955;680;0;224
4106704;1076;270;0;93
4106803;1718;2432;1;1011
4106852;541;299;0;213
4106902;570610;4272;33;727
4107009;3218;742;1;430
4107108;1448;136;0;138
4107124;409;538;0;123
4107157;1106;237;0;184
4107207;8290;1786;0;732
4107256;2004;229;0;155
4107306;1757;186;0;72
4107405;1021;611;0;304
4107504;3906;267;0;338
4107520;530;48;0;82
4107538;1240;35;0;1
4107546;576;559;0;253
4107553;757;211;0;128
4107603;4497;516;1;252
4107652;22527;1032;0;177
4107702;1416;136;0;22
4107736;1144;468;1;109
4107751;2487;217;0;49
4107801;1545;110;0;51
4107850;651;684;0;103
4107900;1777;119;0;43
4108007;3226;178;2;11
4108106;742;25;0;50
4108205;1679;642;0;219
4108304;75731;2764;3;640
4108320;1634;424;0;29
4108403;22473;2688;0;543
4108452;1334;226;0;22
4108502;2852;783;0;189
4108551;829;181;0;137
4108601;8581;784;2;54
4108650;656;1146;0;297
4108700;1310;585;0;181
4108809;8716;647;0;315
4108908;1605;199;0;116
4108957;839;1239;0;245
4109005;1025;202;0;46
4109104;474;114;1;71
4109203;1415;239;0;57
4109302;2684;1805;0;311
4109401;45170;2464;2;575
4109402;1342;842;0;158
4109500;1335;77;2;886
4109609;9307;229;2;495
4109658;712;870;0;169
4109708;7739;1104;0;486
4109757;1597;194;1;64
4109807;14501;573;1;78
4109906;2257;290;0;366
4110003;1054;98;0;86
4110052;628;42;0;59
4110078;2365;519;0;565
4110102;6989;1255;1;298
4110201;1992;719;0;404
4110300;897;41;0;31
4110409;1223;144;0;40
4110508;1692;2123;0;332
4110607;4088;713;0;77
4110656;682;101;0;29
4110706;14417;2541;0;658
4110805;2284;816;1;353
4110904;1186;223;0;73
4110953;2680;83;0;85
4111001;1832;293;0;42
4111100;1631;198;0;68
4111209;2338;844;0;231
4111258;5609;512;1;734
4111308;972;85;0;64
4111407;2194;1280;0;265
4111506;9470;965;0;330
4111555;1947;182;0;316
4111605;705;90;0;56
4111704;1174;323;0;97
4111803;11065;725;0;203
4111902;3345;452;0;59
4112009;9203;647;0;492
4112108;5920;483;1;172
4112207;1663;351;0;158
4112306;977;381;0;212
4112405;2521;140;0;66
4112504;2556;962;0;510
4112603;336;38;0;67
4112702;3370;208;0;40
4112751;2175;676;0;167
4112801;2936;383;0;53
4112900;765;259;0;54
4112959;1984;433;0;33
4113007;1980;121;0;12
4113106;1269;196;0;51
4113205;9616;3653;0;826
4113254;684;884;1;120
4113304;7939;1431;0;240
4113403;937;246;0;105
4113429;926;341;0;76
4113452;841;654;0;212
4113502;6213;465;0;102
4113601;1345;65;0;36
4113700;157548;5647;5;912
4113734;1619;584;0;61
4113759;1198;372;0;169
4113809;1429;96;0;9
4113908;2499;1311;0;199
4114005;3577;856;0;178
4114104;5547;365;0;203
4114203;10065;600;0;43
4114302;4535;1882;3;298
4114351;362;498;0;104
4114401;3248;1336;0;416
4114500;2540;951;0;447
4114609;14934;370;1;58
4114610;150;40;0;30
4114708;1407;451;0;111
4114807;8291;979;0;767
4114906;2054;634;0;103
4115002;1611;297;0;227
4115101;2646;452;1;90
4115200;108739;7146;2;593
4115309;1682;323;0;57
4115358;1555;115;0;60
4115408;2812;1252;2;324
4115457;495;785;0;154
4115507;1240;126;0;143
4115606;4154;638;0;122
4115705;9087;26;0;610
4115739;376;666;0;126
4115754;2160;159;0;256
4115804;12047;840;0;511
4115853;1306;238;0;62
4115903;617;113;0;21
4116000;517;37;0;48
4116059;2263;304;0;913
4116109;3398;602;0;149
4116208;2858;1116;1;760
4116307;991;115;0;81
4116406;1131;80;0;26
4116505;361;73;0;7
4116604;874;156;0;27
4116703;3024;636;0;187
4116802;1354;701;0;290
4116901;7553;541;0;418
4116950;804;492;0;297
4117008;2298;270;0;40
4117057;897;1548;0;570
4117107;3814;207;0;149
4117206;1706;76;0;13
4117214;1096;149;0;70
4117222;2231;169;0;5
4117255;2156;869;0;144
4117271;1235;854;0;263
4117297;496;215;0;200
4117305;3757;2604;0;965
4117404;993;81;0;16
4117453;1500;250;0;15
4117503;10986;196;0;26
4117602;11208;682;1;178
4117701;7514;1956;1;347
4117800;2764;1436;0;292
4117909;8440;596;0;43
4118006;3416;145;0;172
4118105;2986;154;0;113
4118204;36375;3454;6;655
4118303;821;70;0;12
4118402;24944;907;0;259
4118451;1530;17;0;1
4118501;20884;1364;4;211
4118600;914;668;0;73
4118709;1306;734;0;86
4118808;3614;666;0;72
4118857;1293;351;0;184
4118907;2947;84;0;416
4119004;1601;473;0;93
4119103;2683;650;0;44
4119152;35014;238;18;39
4119202;1280;544;0;106
4119251;305;337;0;180
4119301;5292;2178;1;956
4119400;5272;951;0;990
4119509;24493;1446;3;214
4119608;6246;2779;0;1023
4119657;624;108;0;121
4119707;952;122;0;220
4119806;3717;436;0;149
4119905;92262;1429;3;1089
4119954;6718;291;2;66
4120002;4005;276;0;48
4120101;1219;139;0;26
4120150;317;510;0;194
4120200;623;121;0;44
4120309;674;394;0;129
4120333;878;107;0;56
4120358;1350;311;0;171
4120408;1329;126;0;22
4120507;2963;289;0;261
4120606;8790;5181;5;669
4120655;1110;331;0;112
4120705;2170;180;0;54
4120804;5643;307;1;99
4120853;1125;112;1;14
4120903;6445;2137;2;557
4121000;2517;778;0;331
4121109;1403;174;0;49
4121208;3416;1591;1;223
4121257;785;375;0;74
4121307;1208;123;0;23
4121356;718;145;0;31
4121406;3821;657;0;671
4121505;3245;1052;0;128
4121604;1197;766;0;178
4121703;5203;1815;1;530
4121752;1189;541;0;266
4121802;2540;411;0;470
4121901;3778;458;0;112
4122008;2104;1814;0;258
4122107;779;279;1;39
4122156;1196;2034;0;577
4122172;723;359;0;119
4122206;6394;734;0;1995
4122305;8057;1257;0;274
4122404;17271;992;1;134
4122503;2583;881;0;269
4122602;2441;281;0;87
4122651;1015;496;0;279
4122701;1494;251;0;167
4122800;848;427;0;102
4122909;1271;364;0;135
4123006;2464;1390;0;214
4123105;951;170;0;88
4123204;1039;152;0;25
4123303;1866;354;0;390
4123402;2860;265;0;181
4123501;7290;130;0;335
4123600;522;62;0;2
4123709;2505;322;0;104
4123808;2685;1104;0;183
4123824;843;219;0;236
4123857;1279;1579;0;462
4123907;3768;357;0;24
4123956;850;129;0;118
4124004;1159;413;0;161
4124020;2710;361;0;119
4124053;5824;411;0;130
4124103;11271;1305;2;811
4124202;762;71;0;75
4124301;657;114;0;21
4124400;4837;821;2;223
4124509;1409;182;0;116
4124608;1807;83;0;79
4124707;2194;819;0;439
4124806;2151;1080;0;202
4124905;1733;146;0;50
4125001;3187;584;0;102
4125100;2214;1517;0;359
4125209;2010;819;0;157
4125308;1616;180;0;25
4125357;1925;58;0;5
4125407;1299;560;0;289
4125456;898;174;0;124
4125506;71908;7879;2;920
4125555;628;40;0;9
4125605;8091;4275;0;484
4125704;6669;848;0;511
4125753;1631;422;0;62
4125803;2816;230;0;137
4125902;501;119;0;48
4126009;2389;162;0;105
4126108;1463;202;0;26
4126207;1330;441;0;296
4126256;24904;259;2;811
4126272;1018;386;0;73
4126306;4497;488;2;618
4126355;1162;222;0;93
4126405;1750;200;0;14
4126504;4462;477;0;54
4126603;5010;673;1;469
4126652;570;438;0;102
4126678;1906;853;0;917
4126702;1344;148;0;56
4126801;4168;234;0;198
4126900;1643;240;0;89
4127007;1853;926;0;181
4127106;21325;295;0;121
4127205;4596;393;0;34
4127304;4068;286;0;467
4127403;4718;696;0;132
4127502;4131;1144;0;456
4127601;2449;1701;1;367
4127700;36462;2238;1;302
4127809;1455;893;0;546
4127858;2112;1298;0;295
4127882;1027;83;0;684
4127908;2247;458;0;156
4127957;2254;267;0;168
4127965;2137;1073;0;869
4128005;6101;794;0;176
4128104;31253;1951;1;344
4128203;14854;944;0;566
4128302;588;92;0;89
4128401;3157;499;1;113
4128500;5064;731;0;455
4128534;2365;491;0;200
4128559;2135;499;0;238
4128609;1452;803;0;183
4128625;672;206;0;193
4128633;604;595;0;486
4128658;627;505;0;92
4128708;1345;538;0;182
4128807;1374;216;0;419
4200051;495;281;0;70
4200101;2872;1696;0;428
4200200;1918;826;0;203
4200309;570;773;0;146
4200408;1131;756;0;236
4200507;1107;672;2;177
4200556;423;219;0;82
4200606;447;549;0;694
4200705;805;1166;2;983
4200754;384;223;0;71
4200804;1049;789;2;137
4200903;227;901;0;498
4201000;1581;710;0;408
4201109;348;524;0;203
4201208;1043;582;2;646
4201257;1907;456;0;652
4201273;558;497;0;284
4201307;3862;3127;9;184
4201406;11493;7706;1;573
4201505;1197;821;0;435
4201604;798;153;0;167
4201653;167;331;1;111
4201703;2016;226;0;75
4201802;392;578;0;85
4201901;372;878;0;479
4201950;3012;295;0;13
4202008;37827;1057;4;377
4202057;2469;387;1;25
4202073;1176;1675;0;39
4202081;383;430;1;85
4202099;361;181;0;35
4202107;6152;847;0;97
4202131;190;1517;0;61
4202156;494;213;0;84
4202206;1186;1430;0;517
4202305;14735;707;0;2549
4202404;93958;5001;14;1954
4202438;293;442;0;307
4202453;3453;852;2;259
4202503;595;448;0;274
4202537;533;188;0;45
4202578;477;165;0;29
4202602;1960;507;0;260
4202701;1004;213;0;220
4202800;6032;2386;2;467
4202859;680;382;0;57
4202875;385;332;0;178
4202909;28651;3365;2;1219
4203006;18896;2138;0;911
4203105;1146;422;0;323
4203154;551;254;0;22
4203204;16234;1546;0;521
4203253;298;369;0;242
4203303;2202;1082;0;347
4203402;1425;652;0;247
4203501;1853;821;1;145
4203600;8796;1266;1;337
4203709;2622;242;1;346
4203808;12053;3486;1;323
4203907;6259;402;0;356
4203956;6432;340;0;148
4204004;2479;405;0;97
4204103;716;449;0;252
4204152;565;206;0;81
4204178;460;449;0;191
4204194;80;502;0;169
4204202;47396;6948;5;4363
4204251;4282;422;0;68
4204301;19861;2236;6;907
4204350;415;244;0;454
4204400;2338;523;0;218
4204459;283;302;0;153
4204509;2873;1058;0;349
4204558;3859;465;0;244
4204608;58539;1693;4;830
4204707;2313;1038;1;220
4204756;164;350;2;35
4204806;9292;892;2;1073
4204905;1440;922;2;286
4205001;3458;980;0;172
4205100;559;479;0;68
4205159;559;324;0;243
4205175;262;476;0;152
4205191;260;354;0;36
4205209;1002;276;0;132
4205308;2343;474;0;383
4205357;449;40;0;8
4205407;133612;4348;78;4755
4205408;3876;220;1;26
4205431;438;190;0;125
4205456;5485;1232;0;62
4205506;8696;973;0;737
4205555;233;295;0;128
4205605;660;382;0;76
4205704;4587;929;9;568
4205803;3199;395;1;625
4205902;15197;2255;2;286
4206009;3800;74;0;226
4206108;980;607;0;327
4206207;1777;698;0;1083
4206306;3475;1685;0;443
4206405;2352;546;1;369
4206504;7716;2586;0;354
4206603;1314;271;0;44
4206652;657;576;0;180
4206702;6273;343;0;285
4206751;436;156;0;29
4206801;685;333;0;94
4206900;4304;975;1;235
4207007;14535;3314;0;379
4207106;2130;1179;0;513
4207205;2308;487;0;1102
4207304;11020;1253;2;270
4207403;623;963;0;194
4207502;15496;1305;0;229
4207577;644;194;0;26
4207601;1051;418;1;122
4207650;1600;876;6;129
4207684;658;439;1;761
4207700;1375;494;0;355
4207759;870;257;0;159
4207809;2130;519;0;240
4207858;527;117;0;18
4207908;1113;1730;2;288
4208005;1440;390;0;249
4208104;3059;2559;3;388
4208203;54865;1691;6;1191
4208302;13805;265;2;949
4208401;3836;898;7;172
4208450;4402;487;1;132
4208500;4123;2041;1;609
4208609;587;359;1;326
4208708;1969;911;0;562
4208807;3081;2548;0;141
4208906;40062;4169;7;905
4208955;317;186;0;33
4209003;8270;550;1;248
4209102;153200;4497;15;2731
4209151;652;518;0;137
4209177;304;329;0;40
4209201;389;110;0;193
4209300;47443;1288;1;570
4209409;12962;2050;2;2121
4209458;191;147;0;104
4209508;1082;666;0;98
4209607;3434;476;0;332
4209706;2237;935;0;190
4209805;222;576;0;233
4209854;771;558;0;61
4209904;2079;978;1;184
4210001;788;1718;1;565
4210035;1518;272;0;126
4210050;160;298;0;93
4210100;12991;2814;0;741
4210209;379;455;0;244
4210308;739;1474;1;95
4210407;1022;931;0;36
4210506;6166;583;0;247
4210555;252;68;0;287
4210605;1577;2651;0;198
4210704;437;318;0;78
4210803;742;1151;0;105
4210852;224;300;0;141
4210902;1039;172;0;24
4211009;2108;647;10;82
4211058;2461;231;0;100
4211108;1299;1043;0;110
4211207;3526;848;1;410
4211256;459;350;0;81
4211306;17199;891;3;473
4211405;1140;172;0;18
4211454;636;311;1;335
4211504;2307;952;0;572
4211603;3014;616;1;142
4211652;259;440;1;116
4211702;4825;1102;0;607
4211751;4691;382;0;94
4211801;1876;277;0;193
4211850;292;337;0;64
4211876;349;168;0;31
4211892;256;339;0;139
4211900;39058;1745;4;2159
4212007;1512;625;0;138
4212056;281;353;0;132
4212106;3842;1148;1;262
4212205;2851;2270;0;235
4212239;547;570;0;146
4212254;718;1347;0;81
4212270;493;567;0;158
4212304;1326;109;0;673
4212403;505;551;0;281
4212502;6492;1282;1;271
4212601;621;319;1;57
4212700;639;947;0;324
4212809;4442;924;1;53
4212908;4060;848;1;197
4213005;531;252;0;111
4213104;1180;293;0;253
4213153;491;242;0;69
4213203;6543;1806;0;211
4213302;1184;179;0;163
4213351;874;75;0;33
4213401;2433;443;0;447
4213500;4290;220;0;662
4213609;8688;1402;0;352
4213708;1780;2177;0;253
4213807;1569;549;0;361
4213906;239;224;0;72
4214003;3347;1084;0;206
4214102;254;361;0;108
4214151;591;206;0;38
4214201;1730;987;1;371
4214300;320;369;0;242
4214409;938;803;0;167
4214508;871;812;0;154
4214607;844;888;0;223
4214706;1475;1264;0;488
4214805;17676;1590;1;493
4214904;412;662;0;238
4215000;10970;713;0;68
4215059;334;220;0;176
4215075;1057;350;1;96
4215109;1781;1065;0;331
4215208;952;744;0;114
4215307;1258;588;0;247
4215356;556;541;0;62
4215406;920;110;1;150
4215455;1145;1386;0;516
4215505;3863;550;0;238
4215554;474;173;2;73
4215604;160;264;0;177
4215653;1333;1132;0;201
4215679;393;1808;0;300
4215687;270;534;0;64
4215695;348;71;0;12
4215703;4788;414;0;954
4215752;143;502;1;134
4215802;22198;1330;0;171
4215901;265;412;0;297
4216008;2291;726;3;176
4216057;1145;143;0;48
4216107;1958;738;0;268
4216206;11437;1665;2;431
4216255;874;894;8;138
4216305;6854;698;0;562
4216354;274;709;0;33
4216404;509;1345;0;478
4216503;5496;1899;0;593
4216602;67652;443;1;1165
4216701;3610;624;2;91
4216800;752;1249;0;919
4216909;5104;1342;0;386
4217006;2392;478;0;199
4217105;311;441;0;189
4217154;409;163;0;17
4217204;9934;1293;9;984
4217253;656;278;0;183
4217303;1602;762;1;303
4217402;3222;1098;0;353
4217501;3763;1051;5;633
4217550;732;206;0;45
4217600;3099;329;0;576
4217709;2342;5912;0;279
4217758;507;296;1;47
4217808;2735;2171;0;562
4217907;1728;806;0;275
4217956;475;98;0;10
4218004;9224;244;1;310
4218103;1076;211;0;317
4218202;9891;1633;1;114
4218251;1260;613;1;143
4218301;4401;642;0;208
4218350;1008;35;1;49
4218400;784;843;0;472
4218509;1464;404;0;203
4218608;1365;581;0;175
4218707;28454;1808;0;2142
4218756;870;468;2;56
4218806;1931;1051;0;751
4218855;430;340;0;112
4218905;2068;603;0;553
4218954;373;249;0;171
4219002;5148;754;0;505
4219101;564;254;0;239
4219150;327;421;0;174
4219176;963;209;0;203
4219200;591;971;0;370
4219309;13348;1319;3;239
4219358;585;767;0;133
4219408;264;699;0;118
4219507;7616;1836;1;3976
4219606;567;458;0;154
4219705;6257;1351;3;438
4219853;817;163;0;40
4300034;386;495;267;249
4300059;551;320;0;281
4300109;2600;2183;2;640
4300208;2076;214;1;165
4300307;1903;430;0;126
4300406;22152;2975;37;753
4300455;1107;212;0;113
4300471;382;177;0;169
4300505;1070;1342;5;270
4300554;537;23;0;7
4300570;585;346;3;65
4300604;58403;1144;3;661
4300638;1376;555;0;163
4300646;1518;602;0;271
4300661;309;97;0;19
4300703;1668;175;0;86
4300802;3516;520;0;195
4300851;1028;292;1;10
4300877;19;1435;0;146
4300901;1379;367;0;409
4301008;5793;285;14;111
4301057;1240;1464;0;52
4301073;65;495;0;130
4301107;4334;217;0;57
4301206;2660;684;3;336
4301305;5580;716;2;102
4301404;2222;804;0;185
4301503;2194;85;0;64
4301552;437;498;1;279
4301602;37078;1131;25;251
4301636;1955;1740;2;87
4301651;1436;290;3;112
4301701;1467;493;0;130
4301750;237;1411;0;706
